Time (s),Temperature (°C),Radiation Level (µSv/h),Lunar Dust Activity (0-100),Magnetic Field Variation (nT)
304,-170.82232263359495,155.20770243892645,48.53526647444525,28.325487203689775
305,-169.10541697247177,161.87588444089315,41.35949525448703,8.989739351280052
306,-168.8624740060135,139.39004912586535,33.243290564139265,-8.503190553954349
307,-167.65472439412397,137.01091721321828,60.2698645542638,14.72299990761667
308,-171.29129399016222,140.62583612101653,38.9090694516699,35.8887100530852
309,-168.8736482218954,160.33721540746447,60.36325041540162,28.37930971406046
310,-168.0203965418084,150.3376913600754,34.512966105287106,-8.055042369140091
311,-169.33888427021887,159.71982249707324,55.36899199869128,-69.5647150076107
312,-170.704686886911,161.7262821647309,69.47602600367586,3.980918654636989
313,-170.56404088118327,146.16650099100215,50.39297724434485,-11.127422846937638
314,-167.36656028890107,141.26552012277827,67.37037013686336,-25.81459220708424
315,-170.7942118037462,143.55575135391794,69.95885980014978,30.669262082069647
316,-168.71449918358945,156.58897964514074,42.57890943706187,7.22211477953083
317,-170.7576507389107,141.76501527449037,33.80357657506522,-39.54291284230702
318,-168.4286466195345,162.48510934487942,47.64848557859768,-31.408938476113516
319,-168.24429621389777,143.32304681000883,63.76856399210026,8.235991180153412
320,-168.138679862059,139.64843481395764,41.67322511383961,-42.91478500619832
321,-170.14497419790416,150.8260935273505,58.36680819909222,-2.7394214703126214
322,-171.71284997848917,155.41718145324387,39.50373111070513,32.99670623766699
323,-171.13412137328538,149.16276105540356,35.92148051978158,41.003836111315415
324,-169.00900374516124,154.9088633978559,59.24188957795527,-20.83754638028268
325,-172.36998893167566,148.84951213787525,59.29139761958274,-24.947487751294958
326,-165.26017306434207,149.91802080648273,44.870537029581996,-23.115968578953343
327,-170.74997891129286,153.36882598089244,65.83032619292277,-22.07314419040207
328,-170.4586209694321,160.44515358992484,65.05852094641764,4.771492211816049
329,-167.8450592320326,148.94187166584283,43.01480700811091,9.429140975952318
330,-171.6021173752011,146.65309757284072,38.06904165307718,-12.385732970786389
331,-169.6139436704485,140.27093085915902,36.33832367013377,-29.1570827773835
332,-170.26442896816098,158.2469612476424,47.946356069603326,-8.067606137295538
333,-168.55195105350288,147.79474334327182,67.72435560110853,0.7970278424275554
334,-171.50594322154924,151.25925106258805,59.92499723454039,-25.615608154708866
335,-165.38604205813175,143.57764538159992,67.96066349919977,32.18844050396206
336,-172.7109039312473,146.46251401317,36.78833764113867,-18.339080670653775
337,-169.69528605675185,138.2622371207595,33.04692107948893,10.612923028595924
338,-170.09480020915672,163.369824946932,64.71193377236175,-3.5741598977549023
339,-167.939037723676,152.55561413958506,45.29526561782388,23.006726946299693
340,-170.24196646165794,156.97255682289284,49.820123281560825,7.641705036907375
341,-173.28436909010767,139.90824024331562,43.890774803545945,-29.044523813264913
342,-171.49046917956875,145.26752754087883,60.929815081206506,-4.037661777196837
343,-172.95058643692212,157.91645274343773,34.47648556705901,22.18069151466117
344,-169.86482509818268,154.49148859677976,54.75590292129324,2.6521651465997467
345,-167.35598347302638,150.69046539838257,56.10331545807205,-25.74392125817207
346,-170.75606031668445,137.55297527978283,50.107458488288884,-3.8116014658132684
347,-169.0571400621816,142.3510495479211,42.9698592275864,30.32831908134559
348,-172.23110849904012,146.70442015518609,32.78300774138944,5.434259272595925
349,-172.4985689227688,144.6412945256674,51.5378703430596,0.435254159791971
350,-169.20390310919976,139.95527711135895,52.32092668465447,0.2533077165921328
351,-168.60259925885052,133.80987015932837,57.35616100871138,-19.303337569066823
352,-167.6490537896019,149.2049532715265,45.04322521438621,-30.27469971714295
353,-165.10901660756528,150.65027770221675,33.53364093961075,-12.017562219873895
354,-166.9391471013989,146.94646765484538,36.59682144897121,-32.03615577179213
355,-171.80451959937918,151.0806438695165,56.40069077499971,-12.73158669067891
356,-168.62257373122034,161.1382828004386,36.13828096383117,-8.8446793328385
357,-171.4291843358855,154.0513560578615,62.7622443651144,10.20958751114093
358,-171.03652552960892,170.55445326649098,46.41358596830733,-29.463185192790927
359,-171.15122345607543,151.3214661356321,59.09127243762249,-14.367429597790451
360,-172.23154618980567,141.27575194011203,69.68259308983222,-0.683124100751788
361,-170.44498159286184,162.7945428529839,65.62007097057263,-47.01986940907082
362,-166.44562014350177,144.58624378290924,51.68034130501919,6.113070690354959
363,-166.34076450759403,142.1684905971167,67.26522486364968,7.756531213128538
364,-168.96498558655767,155.7841402977504,56.38354277597901,10.758046917359165
365,-170.95118289761783,154.79822263140687,46.98684656866547,6.532650177842996
366,-169.4441473372784,163.72059924454118,39.59632496497022,-21.923364416400133
367,-170.2775143075855,158.45543033611077,67.97018938439068,41.932341005639564
368,-168.1711283212883,154.59054089674433,62.72094333166592,-7.1980661853720385
369,-171.89412376480513,137.6212805214059,55.24189898816784,8.674591739502581
370,-172.32316622380495,154.3952242541672,33.33415350877104,-0.5344211794668889
371,-169.53013449121744,143.01143865466423,55.30455275909196,32.422611711498654
372,-170.27893186100894,142.14527029797827,36.327793273638925,-4.492689891567542
373,-168.18226107019663,165.0053715539654,30.333857618375767,14.696051323214572
374,-170.89459563101025,171.97468778771207,59.1082561906683,12.21182230621407
375,-172.0323248143661,153.69403639353064,40.819401366156754,-39.36506403342389
376,-167.75751602921423,136.2641564294156,64.47565912659176,-20.165745158582293
377,-172.72145150075752,148.92574961206984,30.439943155959476,19.104156862845365
378,-169.310604856415,132.6963786134832,52.13100748911131,-3.5025545793616653
379,-171.56891344146442,159.83928169600586,48.04125872837001,-9.841741616220357
380,-172.03957534245632,145.46611638172573,34.363416079669435,14.033903790167145
381,-168.3652011243405,159.59779223692934,48.55774250618709,-19.73632722344574
382,-170.8498025340692,156.29890842627174,46.23502376020241,-15.358668168751874
383,-169.0300015682343,143.2822958792067,62.37189105993897,-21.09520080797633
384,-172.8099420160447,137.9295816671662,48.329598402542445,38.07094060876346
385,-169.73128722662105,149.82237431422018,50.86696767858313,-6.958742375071855
386,-171.30228457550916,161.45703063347014,63.35059389129088,-55.77051090013383
387,-168.68536185209894,154.73308722204817,42.311301294166725,14.826322428623941
388,-169.97259606844764,162.08999842059853,31.74158338285812,37.76594689469959
389,-167.666152245909,156.9640550975069,61.111695309288436,-23.88716673806581
